City,Airport,Acronym,Latitude,Longitude,re_check_in
Mannheim,Mannheim-City Airport,MHG,49.473057,8.514167,0
Allendorf,Allendorf/Eder Airport,\N,51.03499984741211,8.680832862854004,1
Worms,Worms Airport,\N,49.606945,8.368333,0
Mainz,Mainz-Finthen Airport,\N,49.967499,8.147222,0
Eisenach,Eisenach-Kindel Airport,EIB,50.991604,10.47973,0
Siegerland,Siegerland Airport,SGE,50.70769882202149,8.082969665527344,0
Hamburg,Hamburg-Finkenwerder Airport,XFW,53.5352783203125,9.835556030273438,0
Kiel,Kiel-Holtenau Airport,KEL,54.37944412231445,10.145277976989746,1
Luebeck,Lübeck Blankensee Airport,LBC,53.8054008484,10.7192001343,0
Dahlemer Binz,Flugplatz Dahlemer Binz,\N,50.405555725,6.5288891792,0
Meinerzhagen,Meinerzhagen Airport,\N,51.09999847412109,7.599999904632568,1
Arnsberg,Arnsberg-Menden Airport,\N,51.48389053344727,7.8983330726623535,0
Essen,Essen Mulheim Airport,ESS,51.40230178833008,6.9373297691345215,0
Bielefeld,Bielefeld Airport,BFE,51.964722,8.544444,0
Moenchengladbach,Mönchengladbach Airport,MGL,51.230278,6.504444,1
Paderborn,Paderborn Lippstadt Airport,PAD,51.6141014099,8.616319656369999,0
Stadtlohn,Stadtlohn-Vreden Airport,\N,51.99583435058594,6.840556144714356,0
Dortmund,Dortmund Airport,DTM,51.51829910279999,7.61223983765,1
Augsburg,Augsburg Airport,AGB,48.425278,10.931667,0
Biberach,Biberach a.d. Riß Airfield,\N,48.111111,9.762778,1
Eggenfelden,Eggenfelden Airport,\N,48.39611053466797,12.723610877990724,1
Mindelheim,Mindelheim-Mattsies Airfield,\N,48.106945,10.525,0
Oberpfaffenhofen,Oberpfaffenhofen Airport,OBF,48.081402,11.2831,1
Straubing,Straubing Airport,RBM,48.90083312988281,12.516667366027832,0
Vilshofen,Vilshofen Airport,\N,48.6349983215332,13.195555686950684,0
Leutkirch,Leutkirch-Unterzeil Airport,\N,47.85889053344727,10.014166831970217,1
Friedrichshafen,Friedrichshafen Airport,FDH,47.6712989807,9.51148986816,0
Parchim,Schwerin Parchim Airport,SZW,53.426998,11.7834,1
Stendal,Stendal-Borstel Airport,\N,52.62888717651367,11.818611145019531,0
Aalen-heidenheim,Aalen-Heidenheim/Elchingen Airport,\N,48.77777862548828,10.264721870422363,1
Bayreuth,Bayreuth Airport,BYU,49.985001,11.64,1
Burg Feuerstein,Burg Feuerstein Airport,URD,49.794166564941,11.133610725403,1
Hof,Hof-Plauen Airport,HOQ,50.288612365722656,11.856389045715332,0
Hassfurt,Haßfurt-Schweinfurt Airport,\N,50.0180549621582,10.529443740844728,1
Koblenz,Koblenz-Winningen Airfield,\N,50.325558,7.528611,1
Trier,Trier-Föhren Airport,\N,49.863888,6.7875,1
Speyer,Speyer Airfield,\N,49.304722,8.451389,0
Zweibruecken,Zweibrücken Airport,ZQW,49.2094,7.40056,1
Donaueschingen,Donaueschingen-Villingen Airport,ZQL,47.97333145139999,8.52222156525,0
Freiburg,Freiburg i. Br. Airport,\N,48.022777557400005,7.83249998093,1
Mengen,Mengen-Hohentengen Airport,\N,48.05389022827149,9.372777938842772,1
Schwaebisch Hall,Adolf Würth Airport,\N,49.1183319092,9.783888816829998,0
Soest,Finsterwalde/Schacksdorf Airport,\N,51.607498,13.743611,1
Braunschweig,Braunschweig-Wolfsburg Airport,BWE,52.319199,10.5561,0
Kassel,Kassel-Calden Airport,KSF,51.417273,9.384967,0
Hildesheim,Hildesheim Airport,\N,52.18138885498047,9.946389198303224,1
Bremerhaven,Bremerhaven Airport,BRV,53.506943,8.572778,0
Emden,Emden Airport,EME,53.391109,7.2275,0
Leer,Leer-Papenburg Airport,\N,53.27194213867188,7.441667079925537,1
Wilhelmshaven,Wilhelmshaven-Mariensiel Airport,WVN,53.502220153808594,8.05222225189209,1
Borkum,Borkum Airport,BMK,53.59639,6.709167,0
Norderney,Norderney Airport,NRD,53.70694351196289,7.230000019073486,1
Flensburg,Flensburg-Schäferhaus Airport,FLF,54.77333450317383,9.378889083862305,0
Rendsburg,Rendsburg-Schachtholm Airport,\N,54.220001220703125,9.599444389343262,1
Westerland,Westerland Sylt Airport,GWT,54.9132003784,8.34047031403,1
Armari Air Force Base,Ämari Air Base,\N,59.26029968261719,24.208499908447266,1
Kardla,Kärdla Airport,KDL,58.99079895019531,22.830699920654297,0
Kuressaare,Kuressaare Airport,URE,58.22990036010742,22.50950050354004,1
Parnu,Pärnu Airport,EPU,58.41899871826172,24.47279930114746,1
Tallinn-ulemiste International,Lennart Meri Tallinn Airport,TLL,59.41329956049999,24.8327999115,1
Tartu,Tartu Airport,TAY,58.3074989319,26.690399169900004,1
Enontekio,Enontekio Airport,ENF,68.362602233887,23.424299240112,1
Eura,Eura Airport,\N,61.1161003112793,22.201400756835938,0
Halli,Halli Airport,KEV,61.856039,24.786686,1
Helsinki,Helsinki Malmi Airport,HEM,60.25460052490234,25.042800903320312,1
Helsinki,Helsinki Vantaa Airport,HEL,60.317199707031,24.963300704956,0
Hameenkyro,Hameenkyro Airport,\N,61.689701080322266,23.073699951171875,0
Hanko,Hanko Airport,\N,59.848899841308594,23.08359909057617,1
Hyvinkaa,Hyvinkää Airfield,HYV,60.6543998718,24.8810997009,0
Kikala,Kiikala Airport,\N,60.4625015259,23.6525001526,1
Immola,Immola Airport,\N,61.24919891357422,28.90369987487793,1
Kitee,Kitee Airport,KTQ,62.1661,30.073601,0
Ivalo,Ivalo Airport,IVL,68.607299804688,27.405300140381,0
Joensuu,Joensuu Airport,JOE,62.662899017334,29.607500076294,1
Jyvaskyla,Jyvaskyla Airport,JYV,62.399501800537,25.678300857544,1
Kauhava,Kauhava Airport,KAU,63.127102,23.051399,1
Kemi,Kemi-Tornio Airport,KEM,65.778701782227,24.582099914551,1
Kajaani,Kajaani Airport,KAJ,64.285499572754,27.692399978638,1
Kauhajoki,Kauhajoki Airport,KHJ,62.4625015259,22.3931007385,0
Kruunupyy,Kokkola-Pietarsaari Airport,KOK,63.721199035645,23.143100738525,0
Kemijarvi,Kemijarvi Airport,\N,66.712898,27.156799,0
Kuusamo,Kuusamo Airport,KAO,65.987602233887,29.239400863647,1
Kittila,Kittilä Airport,KTT,67.700996398926,24.846799850464,0
Kuopio,Kuopio Airport,KUO,63.007099151611,27.797800064087,0
Vesivehmaa,Lahti Vesivehmaa Airport,QLF,61.144199,25.693501,1
Lappeenranta,Lappeenranta Airport,LPP,61.044601,28.144743,1
Mariehamn,Mariehamn Airport,MHQ,60.122200012207,19.898199081421,1
Menkijarvi,Menkijarvi Airport,\N,62.94670104980469,23.51889991760254,1
Mikkeli,Mikkeli Airport,MIK,61.6866,27.201799,0
Nummela,Nummela Airport,\N,60.3339004517,24.2964000702,1
Oulu,Oulu Airport,OUL,64.930099487305,25.354600906372,1
Piikajarvi,Piikajarvi Airport,\N,61.245601654052734,22.19339942932129,1
Pori,Pori Airport,POR,61.461700439453,21.799999237061,0
Pudasjarvi,Pudasjärvi Airport,\N,65.4021987915,26.9468994141,0
Pyhasalmi,Pyhäsalmi Airport,\N,63.7318992615,25.9263000488,0
Pattijoki,Raahe Pattijoki Airport,\N,64.6881027222,24.6958007812,1
Rantasalmi,Rantasalmi Airport,\N,62.0654983521,28.3565006256,0
Rovaniemi,Rovaniemi Airport,RVN,66.564796447754,25.830400466919,0
Rayskala,Rayskala Airport,\N,60.74470138549805,24.107799530029297,0
Savonlinna,Savonlinna Airport,SVL,61.943099975586,28.945100784302,1
Selanpaa,Selanpaa Airport,\N,61.06240081787109,26.798900604248047,1
Sodankyla,Sodankyla Airport,SOT,67.3949966431,26.6191005707,0
Tampere,Tampere-Pirkkala Airport,TMP,61.414100646973,23.604400634766,1
Teisko,Teisko Airport,\N,61.7733,24.027,1
Turku,Turku Airport,TKU,60.514099121094,22.262800216675,1
Utti,Utti Air Base,UTI,60.89640045166,26.938400268555,0
Vaasa,Vaasa Airport,VAA,63.050701141357,21.762199401855,0
Varkaus,Varkaus Airport,VRK,62.171100616455,27.868600845337,0
Ylivieska-raudaskyla,Ylivieska Airfield,YLI,64.0547222,24.7252778,1
Belfast,Belfast International Airport,BFS,54.6575012207,-6.21582984924,1
Enniskillen,St Angelo Airport,ENK,54.39889907836914,-7.651669979095459,1
Belfast,George Best Belfast City Airport,BHD,54.61809921264648,-5.872499942779541,1
Londonderry,City of Derry Airport,LDY,55.04280090332031,-7.161109924316406,1
Birmingham,Birmingham International Airport,BHX,52.4538993835,-1.74802994728,0
Coventry,Coventry Airport,CVT,52.3697013855,-1.47971999645,0
Leicester,Leicester Airport,\N,52.6077995300293,-1.03193998336792,0
Golouchestershire,Gloucestershire Airport,GLO,51.89419937133789,-2.167220115661621,1
Halfpenny Green,Wolverhampton Halfpenny Green Airport,\N,52.51750183105469,-2.2594399452209477,1
Pailton,Cotswold Airport,GBA,51.668095,-2.05694,1
Turweston,Turweston Airport,\N,52.0407981873,-1.09555995464,1
Wellesbourne,Wellesbourne Mountford Airport,\N,52.19219970703125,-1.6144399642944336,1
Manchester,Manchester Airport,MAN,53.35369873046875,-2.2749500274658203,0
Woodfort,Manchester Woodford Airport,\N,53.3381,-2.14889,1
Chivenor,Royal Marines Base Chivenor Airport,\N,51.08720016479492,-4.150340080261231,0
Newquai,Newquay Cornwall Airport,NQY,50.44060134887695,-4.995409965515137,1
Lyneham,RAF Lyneham,LYE,51.5051,-1.99343,0
Boscombe Down,MoD Boscombe Down Airport,\N,51.15219879150391,-1.7474100589752195,1
Culdrose,RNAS Culdrose,\N,50.08610153198242,-5.255710124969482,1
St. Athan,MoD St. Athan,\N,51.4048,-3.43575,1
Yeovilton,RNAS Yeovilton,YEO,51.0093994140625,-2.638819932937622,0
Haverfordwest,Haverfordwest Airport,HAW,51.833099365234375,-4.9611101150512695,1
Cardiff,Cardiff International Airport,CWL,51.39670181274414,-3.343329906463623,0
Swansea,Swansea Airport,SWS,51.60530090332031,-4.0678300857543945,1
Bristol,Bristol Airport,BRS,51.382702,-2.71909,0
Liverpool,Liverpool John Lennon Airport,LPL,53.33359909057617,-2.849720001220703,1
London,London Luton Airport,LTN,51.874698638916016,-0.3683330118656158,0
Plymouth,Plymouth City Airport,PLH,50.422798,-4.10583,1
Bournemouth,Bournemouth Airport,BOH,50.77999877929688,-1.8424999713897705,1
Southampton,Southampton Airport,SOU,50.95029830932617,-1.3567999601364136,0
Lasham,Lasham Airport,QLA,51.187198638916016,-1.0334999561309814,1
Alderney,Alderney Airport,ACI,49.706104,-2.21472,0
Guernsey,Guernsey Airport,GCI,49.435001373291016,-2.601969957351685,1
Jersey,Jersey Airport,JER,49.20790100097656,-2.195509910583496,1
Shoreham By Sea,Shoreham Airport,ESH,50.835602,-0.297222,1
Biggin Hill,London Biggin Hill Airport,BQH,51.33079910279999,0.0324999988079,1
London,London Gatwick Airport,LGW,51.148102,-0.190278,0
London,London City Airport,LCY,51.505299,0.055278,1
Farnborough,Farnborough Airport,FAB,51.2757987976,-0.776332974434,0
Chalsgrove,Chalgrove Airport,\N,51.67610168457031,-1.0808299779891968,1
Blackbushe,Blackbushe Airport,BBS,51.32389831542969,-0.8475000262260437,0
London,London Heathrow Airport,LHR,51.4706,-0.461941,0
Southend,Southend Airport,SEN,51.5713996887207,0.6955559849739075,1
Lydd,Lydd Airport,LYX,50.95610046386719,0.939167022705078,0
Manston,Kent International Airport,MSE,51.342201,1.34611,1
Brough,Brough Airport,\N,53.7197,-0.566333,1
Carlisle,Carlisle Airport,CAX,54.9375,-2.8091700077056885,1
Repton,Retford Gamston Airport,\N,53.28060150146485,-0.9513890147209167,0
Blackpool,Blackpool International Airport,BLK,53.77170181274414,-3.0286099910736084,0
Humberside,Humberside Airport,HUY,53.57440185546875,-0.350832998752594,0
Barrow Island,Barrow Walney Island Airport,BWF,54.1286111,-3.2675,0
Leeds,Leeds Bradford Airport,LBA,53.86589813232422,-1.6605700254440308,0
Warton,Warton Airport,WRT,53.745098,-2.88306,0
Hawarden,Hawarden Airport,CEG,53.1781005859375,-2.977780103683472,0
Isle Of Man,Isle of Man Airport,IOM,54.08330154418945,-4.623889923095703,0
Newcastle,Newcastle Airport,NCL,55.03749847412109,-1.6916699409484863,1
Teesside,Durham Tees Valley Airport,MME,54.50920104980469,-1.4294099807739258,0
East Midlands,East Midlands Airport,EMA,52.8311004639,-1.32806003094,0
Llanbedr,Llanbedr Airport,\N,52.811698913574,-4.1235799789429,0
Ternhill,RAF Ternhill,\N,52.87120056152344,-2.533560037612915,0
Shawbury,RAF Shawbury,\N,52.79819869995117,-2.668040037155152,1
Woodvale,RAF Woodvale,\N,53.5816,-3.05552,1
Kirkwall,Kirkwall Airport,KOI,58.957801818847656,-2.9049999713897705,1
Sumburgh,Sumburgh Airport,LSI,59.87889862060547,-1.295560002326965,1
Wick,Wick Airport,WIC,58.45890045166016,-3.09306001663208,0
Aberdeen,Aberdeen Dyce Airport,ABZ,57.20190048217773,-2.197779893875122,1
Inverness,Inverness Airport,INV,57.54249954223633,-4.047500133514404,1
Glasgow,Glasgow International Airport,GLA,55.8718986511,-4.43306016922,1
Edinburgh,Edinburgh Airport,EDI,55.95000076293945,-3.372499942779541,1
Islay,Islay Airport,ILY,55.68190002441406,-6.256669998168945,1
Prestwick,Glasgow Prestwick Airport,PIK,55.5093994140625,-4.586669921875,1
Benbecula,Benbecula Airport,BEB,57.48109817504883,-7.362780094146728,1
Scatsta,Scatsta Airport,SCS,60.43280029296875,-1.2961100339889526,0
Dundee,Dundee Airport,DND,56.45249938964844,-3.025830030441284,1
Stornoway,Stornoway Airport,SYY,58.215599060058594,-6.331110000610352,1
Tiree,Tiree Airport,TRE,56.49919891357422,-6.869170188903809,0
Leuchars,RAF Leuchars,ADX,56.37289810180664,-2.8684399127960205,0
Lossiemouth,RAF Lossiemouth,LMO,57.7052001953125,-3.339169979095459,0
Cambridge,Cambridge Airport,CBG,52.205002,0.175,1
Peterborough,Peterborough Business Airport,\N,52.46810150146485,-0.2511110007762909,0
Norwich,Norwich International Airport,NWI,52.6758003235,1.28278005123,0
London,London Stansted Airport,STN,51.8849983215,0.234999999404,1
North Weald,North Weald Airport,\N,51.721698761,0.154166996479,0
Fowlmere,Sheffield City Heliport,\N,53.394299,-1.38849,0
Cranfield,Cranfield Airport,\N,52.0722007751,-0.616666972637,1
Exeter,Exeter International Airport,EXT,50.73440170288086,-3.4138898849487305,1
Bristol,Bristol Filton Airport,FZO,51.5194015503,-2.59083008766,1
Oxford,Oxford (Kidlington) Airport,OXF,51.8368988037,-1.32000005245,1
Benson,RAF Benson,BEX,51.6164016724,-1.09582996368,0
Lakenheath,RAF Lakenheath,LKZ,52.4093017578,0.56099998951,1
Mildenhall,RAF Mildenhall,MHZ,52.36190032958984,0.486405998468399,1
Wattisham,RAF Wattisham,\N,52.1273002625,0.956264019012,1
Wyton,RAF Wyton,QUY,52.3572006226,-0.107832998037,1
Fairford,RAF Fairford,FFD,51.6822013855,-1.7900300025900002,1
Brize Norton,RAF Brize Norton,BZZ,51.75,-1.58362,0
Odiham,RAF Odiham,ODH,51.2341003418,-0.94282501936,0
Cosford,DCAE Cosford Air Base,\N,52.639999,-2.30558,1
Northolt,RAF Northolt,NHT,51.5530014038,-0.418166995049,0
Coningsby,RAF Coningsby,QCY,53.0929985046,-0.166014000773,0
Dishforth,RAF Dishforth,\N,54.1371994019,-1.42025005817,1
Leeming,Leeming Airport,\N,54.2924,-1.5354,0
Church Fenton,Leeds East Airport,\N,53.834301,-1.1955,0
Honington,RAF Honington,BEQ,52.34260177612305,0.7729390263557434,0
Cottesmore,RAF Cottesmore,\N,52.735699,-0.648769,1
Scampton,RAF Scampton,SQZ,53.307800293,-0.550832986832,0
Wittering,RAF Wittering,\N,52.612598,-0.476453,0
Linton-on-ouse,RAF Linton-On-Ouse,HRT,54.0489006042,-1.2527500391,1
Waddington,RAF Waddington,WTN,53.1661987305,-0.523810982704,0
Topcliffe,RAF Topcliffe,\N,54.2055015564,-1.3820899725,1
Cranwell,RAF Cranwell,\N,53.0303001404,-0.48324200511,0
Barkston Heath,RAF Barkston Heath,\N,52.9622001648,-0.561625003815,1
Marham,RAF Marham,KNF,52.648395,0.550692,1
Mount Pleasant,Mount Pleasant Airport,MPN,-51.82279968261719,-58.44720077514648,0
Amsterdam,Amsterdam Airport Schiphol,AMS,52.308601,4.76389,0
Weert,Budel Airfield Kempen,\N,51.255299,5.60139,1
Maastricht,Maastricht Aachen Airport,MST,50.911701,5.77014,1
Deelen,Deelen Air Base,\N,52.0606,5.87306,1
Drachten,Drachten Airport,\N,53.1192016602,6.12972021103,1
Eindhoven,Eindhoven Airport,EIN,51.4500999451,5.37452983856,0
Groningen,Eelde Airport,GRQ,53.1197013855,6.57944011688,0
Gilze-rijen,Gilze Rijen Air Base,GLZ,51.56740188598633,4.931829929351807,0
De Kooy,De Kooy Airport,DHR,52.92340087890625,4.780620098114014,0
Lelystad,Lelystad Airport,LEY,52.4603,5.52722,1
Leeuwarden,Leeuwarden Air Base,LWR,53.22859954833984,5.760560035705566,0
Rotterdam,Rotterdam The Hague Airport,RTM,51.956902,4.43722,1
Soesterberg,Soesterberg Air Base,UTC,52.1273002625,5.27618980408,0
Enschede,Twente Airport,ENS,52.275833,6.889167,1
Valkenburg,Valkenburg Naval Air Base,LID,52.1660995483,4.41794013977,0
Woensdrecht,Woensdrecht Air Base,WOE,51.4491,4.34203,0
Cork,Cork Airport,ORK,51.84130096435547,-8.491109848022461,0
Galway,Galway Airport,GWY,53.300201416015625,-8.941590309143066,0
Dublin,Dublin Airport,DUB,53.421299,-6.27007,1
Connaught,Ireland West Knock Airport,NOC,53.910301208496094,-8.818490028381348,0
Kerry,Kerry Airport,KIR,52.18090057373047,-9.52377986907959,0
Casement,Casement Air Base,\N,53.301700592,-6.451330184940001,1
Shannon,Shannon Airport,SNN,52.702,-8.92482,1
Sligo,Sligo Airport,SXL,54.280200958252,-8.5992097854614,0
Waterford,Waterford Airport,WAT,52.187198638916016,-7.086959838867188,1
Aarhus,Aarhus Airport,AAR,56.2999992371,10.619000434899998,0
Billund,Billund Airport,BLL,55.7402992249,9.15178012848,1
Copenhagen,Copenhagen Kastrup Airport,CPH,55.617900848389,12.656000137329,1
Esbjerg,Esbjerg Airport,EBJ,55.525902,8.5534,1
Gronholt,Grønholt Hillerød Airport,\N,55.94139862060547,12.382200241088867,1
Karup,Karup Airport,KRP,56.29750061035156,9.124629974365234,1
Laeso,Læsø Airport,BYR,57.27719879150391,11.000100135803224,0
Maribo,Lolland Falster Maribo Airport,MRW,54.699299,11.4401,1
Odense,Odense Airport,ODE,55.47669982910156,10.330900192260742,1
Krusa-padborg,Kruså-Padborg Airport,\N,54.87030029296875,9.279009819030762,1
Copenhagen,Copenhagen Roskilde Airport,RKE,55.58560180664063,12.131400108337402,0
Ronne,Bornholm Airport,RNN,55.06330108642578,14.759599685668944,1
Soenderborg,Sønderborg Airport,SGD,54.96440124511719,9.791729927062988,0
Skrydstrup,Skrydstrup Air Base,SKS,55.221048,9.26702,0
Skive,Skive Airport,SQW,56.550201416015625,9.172980308532717,1
Thisted,Thisted Airport,TED,57.06880187988281,8.705220222473145,0
Kolding,Kolding Vamdrup Airfield,\N,55.436298,9.33092,0
Vagar,Vagar Airport,FAE,62.0635986328125,-7.277219772338867,0
Vesthimmerland,Vesthimmerlands Flyveplads,\N,56.846901,9.45861,1
Stauning,Stauning Airport,STA,55.9901008605957,8.353910446166992,1
Aalborg,Aalborg Airport,AAL,57.0927589138,9.84924316406,1
Luxemburg,Luxembourg-Findel International Airport,LUX,49.6233333,6.2044444,1
Alesund,Ålesund Airport,AES,62.5625,6.119699954986572,1
Andoya,Andøya Airport,ANX,69.292503356934,16.144199371338,0
Alta,Alta Airport,ALF,69.976097106934,23.371700286865,1
Voss,Bømoen Airport,\N,60.63890075683594,6.501500129699707,1
Bronnoysund,Brønnøysund Airport,BNN,65.461097717285,12.217499732971,0
Bodo,Bodø Airport,BOO,67.26920318603516,14.365300178527832,0
Bergen,Bergen Airport Flesland,BGO,60.29339981,5.218140125,0
Batsfjord,Båtsfjord Airport,BJF,70.60050201416,29.691400527954,1
Kristiansand,Kristiansand Airport,KRS,58.204201,8.08537,0
Geilo,Geilo Airport Dagali,DLD,60.41730117797852,8.518349647521973,1
Bardufoss,Bardufoss Airport,BDU,69.055801391602,18.540399551392,1
Harstad/Narvik,"Harstad/Narvik Airport, Evenes",EVE,68.491302490234,16.678100585938,0
Fagernes,Leirin Airport,VDB,61.015598297119,9.2880601882935,1
Floro,Florø Airport,FRO,61.583599090576,5.0247201919556,1
Oslo,Oslo Lufthavn,OSL,60.121,11.0502,1
Haugesund,Haugesund Airport,HAU,59.34529876709,5.2083601951599,1
Hasvik,Hasvik Airport,HAA,70.486701965332,22.139699935913,1
Kristiansund,Kristiansund Airport (Kvernberget),KSU,63.111801147461,7.824520111084,1
Kjeller,Kjeller Airport,\N,59.9692993164,11.0361003876,0
Kirkenes,Kirkenes Airport (Høybuktmoen),KKN,69.725799560547,29.891300201416,0
Farsund,Lista Airport,FAN,58.0994987487793,6.626049995422363,1
Molde,Molde Airport,MOL,62.744701385498,7.2624998092651,0
Mosjoen,Mosjøen Airport (Kjærstad),MJF,65.783996582031,13.214900016785,0
Lakselv,Banak Airport,LKL,70.068801879883,24.973499298096,0
Notodden,Notodden Airport,NTB,59.565701,9.21222,0
Orland,Ørland Airport,OLA,63.69889831542969,9.604000091552734,1
Roros,Røros Airport,RRS,62.578399658203,11.342300415039,0
Rygge,"Moss Airport, Rygge",RYG,59.378817,10.785439,1
Svalbard,"Svalbard Airport, Longyear",LYR,78.246101379395,15.465600013733,0
Skien,Skien Airport,SKE,59.185001373291016,9.566940307617188,1
Stord,Stord Airport,SRP,59.791900634765625,5.340849876403809,0
Sandnessjoen,Sandnessjøen Airport (Stokka),SSJ,65.956802368164,12.468899726868,0
Tromso,"Tromsø Airport,",TOS,69.68329620361328,18.91889953613281,1
Sandefjord,"Sandefjord Airport, Torp",TRF,59.1866989136,10.258600235,1
Trondheim,Trondheim Airport Værnes,TRD,63.4578018,10.9239998,1
Stavanger,Stavanger Airport Sola,SVG,58.876701354,5.6377801895,0
Warsaw,Babice Airport,\N,52.26850128173828,20.910999298095703,1
Gdansk,Gdańsk Lech Wałęsa Airport,GDN,54.37760162353516,18.46619987487793,0
Krakow,Kraków John Paul II International Airport,KRK,50.077702,19.7848,0
Katowice,Muchowiec Airport,\N,50.23809814453125,19.03420066833496,1
Katowice,Katowice International Airport,KTW,50.4743,19.08,1
Mielec,Mielec Airport,\N,50.32229995727539,21.462099075317383,1
Poznan,Poznań-Ławica Airport,POZ,52.4210014343,16.8262996674,0
Rzeszow,Rzeszów-Jasionka Airport,RZE,50.1100006104,22.0189990997,0
Szczecin,"Szczecin-Goleniów ""Solidarność"" Airport",SZZ,53.584701538100006,14.9021997452,0
